User Id,Course Id,Cummulative Time,Age,Recommended Age,Age Difference,Start Time,Last Event,Act Days,Absence Days,Quiz Average,Lessons Completed,Quiz Average Timespent,Average Login 2W,Course_Difficulty ,Prerequisites,survival_percentage
19807,6141,10080,12,12,0,1622668320,1651782052,8,329,64.71,3,695.56,8,3,3,0.444444444
19782,6141,47820,12,12,0,1622568120,1629079397,11,64,82,2,193.13,11,3,3,0.66
19772,6141,17700,12,12,0,1622519160,1626324996,5,39,80,1,571.98,5,3,3,0.46
19553,6141,9060,12,12,0,1622490702,1628640015,8,63,85,1,520.33,8,3,3,0.444444444
17234,6141,180300,12,12,0,1617833049,1628960153,31,98,73.75,9,1449.01,31,3,3,1
15851,6141,76680,12,12,0,1614756159,1645719377,16,342,50.86,10,224.47,16,3,3,0.65
23487,30681,24840,12,12,0,1664156165,1672687403,7,92,72.22,3,168.89,7,1,1,0.65
23233,30681,41400,12,12,0,1659468709,1672786110,13,141,77.33,4,822.52,13,1,1,1
23433,30681,8820,12,12,0,1656226878,1656250589,2,0,68.34,2,133.98,2,1,1,0.2
23303,30681,31140,12,12,0,1654548439,1656456190,6,16,76.67,3,162.05,6,1,1,0.66
23079,30681,18960,12,12,0,1652234742,1655242758,5,30,53.67,8,163.9,5,1,1,0.5
23181,30681,9600,12,12,0,1644193968,1646344885,4,21,71.43,1,143.75,4,1,1,0.4
19865,30681,2460,12,12,0,1640640397,1640712366,2,0,85.72,1,108.86,2,1,1,0.2
23120,30681,22740,12,12,0,1640387509,1642940210,5,25,84.05,5,209.37,5,1,1,0.5
22460,30681,1440,12,12,0,1639857699,1642274024,2,26,46.43,2,70.72,2,1,1,0.2
21192,30681,15000,12,12,0,1632506711,1643148759,4,119,75,2,237.55,4,1,1,0.4
20785,30681,7380,12,12,0,1628859563,1629293923,3,2,63.57,3,233.4,3,1,1,0.3
20931,30681,4260,12,12,0,1626847730,1629659780,4,29,66.67,1,170.62,4,1,1,0.4
20266,30681,3600,12,12,0,1624379143,1624407107,2,0,40,1,215.91,2,1,1,0.2
19818,30681,30480,12,12,0,1624302296,1627331828,6,29,69.73,2,201.11,6,1,1,0.6
20142,30681,67620,12,12,0,1624138209,1655046847,15,343,63.56,6,211.27,15,1,1,0.65
19694,30681,20400,12,12,0,1624036901,1626544336,4,25,63.33,1,185.05,4,1,1,0.46
20055,30681,9660,12,12,0,1623647621,1651199653,3,316,83.1,2,100.59,3,1,1,0.3
19751,30681,8460,12,12,0,1623031322,1643426148,3,233,85.71,1,185.75,3,1,1,0.3
18120,30681,5400,12,12,0,1626124380,1626127892,2,0,83.34,1,128.2,2,1,1,0.2
19772,30681,11040,12,12,0,1622519407,1624920309,3,25,90,1,133.25,3,1,1,0.3
19749,30681,15900,12,12,0,1623256100,1626895189,14,28,61.74,8,124.79,14,1,1,0.45
19678,30681,10620,12,12,0,1622158455,1623105849,5,6,81.67,1,128.53,5,1,1,0.45
18633,30681,26520,12,12,0,1621222019,1624232403,7,28,82.86,2,917.85,7,1,1,0.7
18723,30681,39420,12,12,0,1621101482,1622412814,11,4,63.85,8,153.79,11,1,1,0.65
16927,30681,9660,12,12,0,1617815404,1617893905,2,0,68.89,1,130.79,2,1,1,0.2
16248,30681,19200,12,12,0,1616311019,1621186510,6,50,58.16,2,92.05,6,1,1,0.6
